buy_threshold,sell_threshold,max_positions,max_hold_days,cagr,sharpe,sortino,max_drawdown,volatility,excess_return,n_trades,composite
40,20,15,540,0.19545104928800394,0.838213529596198,1.105062833441256,-0.31807634369549975,0.18719093524579727,0.060264070399106195,81,0.4689101460502565
40,25,15,540,0.19545104928800394,0.838213529596198,1.105062833441256,-0.31807634369549975,0.18719093524579727,0.060264070399106195,81,0.4689101460502565
40,35,15,540,0.19545104928800394,0.838213529596198,1.105062833441256,-0.31807634369549975,0.18719093524579727,0.060264070399106195,81,0.4689101460502565
40,30,15,540,0.19545104928800394,0.838213529596198,1.105062833441256,-0.31807634369549975,0.18719093524579727,0.060264070399106195,81,0.4689101460502565
40,30,15,270,0.1926634341271214,0.8170080646142123,1.0818348466099192,-0.33033717705361176,0.1897713174706376,0.057476455238223645,80,0.4211604925026957
40,35,15,270,0.1926634341271214,0.8170080646142123,1.0818348466099192,-0.33033717705361176,0.1897713174706376,0.057476455238223645,80,0.4211604925026957
40,25,15,270,0.1926634341271214,0.8170080646142123,1.0818348466099192,-0.33033717705361176,0.1897713174706376,0.057476455238223645,80,0.4211604925026957
40,20,15,270,0.1926634341271214,0.8170080646142123,1.0818348466099192,-0.33033717705361176,0.1897713174706376,0.057476455238223645,80,0.4211604925026957
40,30,20,365,0.19106406049540658,0.8250116969328375,1.0787844969484095,-0.33164750002736276,0.18530250766838038,0.05587708160650884,105,0.415489496893684
40,20,20,365,0.19106406049540658,0.8250116969328375,1.0787844969484095,-0.33164750002736276,0.18530250766838038,0.05587708160650884,105,0.415489496893684
40,25,20,365,0.19106406049540658,0.8250116969328375,1.0787844969484095,-0.33164750002736276,0.18530250766838038,0.05587708160650884,105,0.415489496893684
40,35,20,365,0.19106406049540658,0.8250116969328375,1.0787844969484095,-0.33164750002736276,0.18530250766838038,0.05587708160650884,105,0.415489496893684
40,25,20,270,0.1844578678163673,0.790365382726639,1.0465902905632078,-0.3250895913788263,0.18670119884537692,0.04927088892746956,104,0.3964111078055552
40,30,20,270,0.1844578678163673,0.790365382726639,1.0465902905632078,-0.3250895913788263,0.18670119884537692,0.04927088892746956,104,0.3964111078055552
40,35,20,270,0.1844578678163673,0.790365382726639,1.0465902905632078,-0.3250895913788263,0.18670119884537692,0.04927088892746956,104,0.3964111078055552
40,20,20,270,0.1844578678163673,0.790365382726639,1.0465902905632078,-0.3250895913788263,0.18670119884537692,0.04927088892746956,104,0.3964111078055552
40,30,20,540,0.18868277763255392,0.8146803104460625,1.062772134572707,-0.3355927163523078,0.18516118442339602,0.053495798743656175,102,0.3915867018680914
40,25,20,540,0.18868277763255392,0.8146803104460625,1.062772134572707,-0.3355927163523078,0.18516118442339602,0.053495798743656175,102,0.3915867018680914
40,20,20,540,0.18868277763255392,0.8146803104460625,1.062772134572707,-0.3355927163523078,0.18516118442339602,0.053495798743656175,102,0.3915867018680914
40,35,20,540,0.18868277763255392,0.8146803104460625,1.062772134572707,-0.3355927163523078,0.18516118442339602,0.053495798743656175,102,0.3915867018680914
45,25,15,270,0.18737123192421024,0.8008560353257363,1.049335621255198,-0.3452075353327689,0.18752846344736587,0.05218425303531249,87,0.3589205505896603
45,20,15,270,0.18737123192421024,0.8008560353257363,1.049335621255198,-0.3452075353327689,0.18752846344736587,0.05218425303531249,87,0.3589205505896603
45,35,15,270,0.18737123192421024,0.8008560353257363,1.049335621255198,-0.3452075353327689,0.18752846344736587,0.05218425303531249,87,0.3589205505896603
45,30,15,270,0.18737123192421024,0.8008560353257363,1.049335621255198,-0.3452075353327689,0.18752846344736587,0.05218425303531249,87,0.3589205505896603
40,30,25,540,0.18231412936134617,0.7941805775207427,1.0435364086922334,-0.35319185783579027,0.18257207143993243,0.04712715047244842,133,0.33715269302065287
40,20,25,540,0.18231412936134617,0.7941805775207427,1.0435364086922334,-0.35319185783579027,0.18257207143993243,0.04712715047244842,133,0.33715269302065287
40,25,25,540,0.18231412936134617,0.7941805775207427,1.0435364086922334,-0.35319185783579027,0.18257207143993243,0.04712715047244842,133,0.33715269302065287
40,35,25,540,0.18231412936134617,0.7941805775207427,1.0435364086922334,-0.35319185783579027,0.18257207143993243,0.04712715047244842,133,0.33715269302065287
45,30,15,540,0.18193934014130098,0.7843614505899761,1.0218605647583308,-0.3548997541392063,0.18504473746445416,0.04675236125240323,84,0.3120610564799181
45,35,15,540,0.18193934014130098,0.7843614505899761,1.0218605647583308,-0.3548997541392063,0.18504473746445416,0.04675236125240323,84,0.3120610564799181
45,20,15,540,0.18193934014130098,0.7843614505899761,1.0218605647583308,-0.3548997541392063,0.18504473746445416,0.04675236125240323,84,0.3120610564799181
45,25,15,540,0.18193934014130098,0.7843614505899761,1.0218605647583308,-0.3548997541392063,0.18504473746445416,0.04675236125240323,84,0.3120610564799181
40,30,15,365,0.17363999075816805,0.7339502322960549,0.9715609648174501,-0.33224095657044783,0.1891950326166159,0.038453011869270304,83,0.30707905167655447
40,25,15,365,0.17363999075816805,0.7339502322960549,0.9715609648174501,-0.33224095657044783,0.1891950326166159,0.038453011869270304,83,0.30707905167655447
40,20,15,365,0.17363999075816805,0.7339502322960549,0.9715609648174501,-0.33224095657044783,0.1891950326166159,0.038453011869270304,83,0.30707905167655447
40,35,15,365,0.17363999075816805,0.7339502322960549,0.9715609648174501,-0.33224095657044783,0.1891950326166159,0.038453011869270304,83,0.30707905167655447
40,30,25,365,0.17752652921846224,0.7596731449739437,1.001619245708189,-0.35342894026685784,0.18646858935592164,0.04233955032956449,137,0.29476136517447327
40,35,25,365,0.17752652921846224,0.7596731449739437,1.001619245708189,-0.35342894026685784,0.18646858935592164,0.04233955032956449,137,0.29476136517447327
40,20,25,365,0.17752652921846224,0.7596731449739437,1.001619245708189,-0.35342894026685784,0.18646858935592164,0.04233955032956449,137,0.29476136517447327
40,25,25,365,0.17752652921846224,0.7596731449739437,1.001619245708189,-0.35342894026685784,0.18646858935592164,0.04233955032956449,137,0.29476136517447327
45,20,20,540,0.17624326252242195,0.7426903761047138,0.9804525829544016,-0.3437427905252952,0.19021027339118812,0.041056283633524204,110,0.2929670019038112
45,25,20,540,0.17624326252242195,0.7426903761047138,0.9804525829544016,-0.3437427905252952,0.19021027339118812,0.041056283633524204,110,0.2929670019038112
45,35,20,540,0.17624326252242195,0.7426903761047138,0.9804525829544016,-0.3437427905252952,0.19021027339118812,0.041056283633524204,110,0.2929670019038112
45,30,20,540,0.17624326252242195,0.7426903761047138,0.9804525829544016,-0.3437427905252952,0.19021027339118812,0.041056283633524204,110,0.2929670019038112
50,25,15,540,0.16370528456443978,0.6827837019353885,0.9171227776036799,-0.32438490537530645,0.19156329302089975,0.028518305675542033,93,0.268352966853067
50,20,15,540,0.16370528456443978,0.6827837019353885,0.9171227776036799,-0.32438490537530645,0.19156329302089975,0.028518305675542033,93,0.268352966853067
50,30,15,540,0.16370528456443978,0.6827837019353885,0.9171227776036799,-0.32438490537530645,0.19156329302089975,0.028518305675542033,93,0.268352966853067
50,35,15,540,0.16370528456443978,0.6827837019353885,0.9171227776036799,-0.32438490537530645,0.19156329302089975,0.028518305675542033,93,0.268352966853067
45,30,25,540,0.17291514778635997,0.7273437811183401,0.9606362405975085,-0.34985290775872224,0.19036847518724326,0.03772816889746222,138,0.26093042508006403
45,35,25,540,0.17291514778635997,0.7273437811183401,0.9606362405975085,-0.34985290775872224,0.19036847518724326,0.03772816889746222,138,0.26093042508006403
45,20,25,540,0.17291514778635997,0.7273437811183401,0.9606362405975085,-0.34985290775872224,0.19036847518724326,0.03772816889746222,138,0.26093042508006403
45,25,25,540,0.17291514778635997,0.7273437811183401,0.9606362405975085,-0.34985290775872224,0.19036847518724326,0.03772816889746222,138,0.26093042508006403
40,20,25,270,0.17079905778988969,0.7221118463363859,0.9578761974271915,-0.35644255629389066,0.18883661137638316,0.03561207890099194,138,0.24499108483941023
40,35,25,270,0.17079905778988969,0.7221118463363859,0.9578761974271915,-0.35644255629389066,0.18883661137638316,0.03561207890099194,138,0.24499108483941023
40,30,25,270,0.17079905778988969,0.7221118463363859,0.9578761974271915,-0.35644255629389066,0.18883661137638316,0.03561207890099194,138,0.24499108483941023
40,25,25,270,0.17079905778988969,0.7221118463363859,0.9578761974271915,-0.35644255629389066,0.18883661137638316,0.03561207890099194,138,0.24499108483941023
45,20,25,270,0.16152028892353698,0.6710813226402288,0.8909154930664781,-0.3430509472262931,0.19233497866807422,0.026333310034639235,152,0.20481359861389192
45,35,25,270,0.16152028892353698,0.6710813226402288,0.8909154930664781,-0.3430509472262931,0.19233497866807422,0.026333310034639235,152,0.20481359861389192
45,30,25,270,0.16152028892353698,0.6710813226402288,0.8909154930664781,-0.3430509472262931,0.19233497866807422,0.026333310034639235,152,0.20481359861389192
45,25,25,270,0.16152028892353698,0.6710813226402288,0.8909154930664781,-0.3430509472262931,0.19233497866807422,0.026333310034639235,152,0.20481359861389192
45,30,15,365,0.16830821766002435,0.7004156818596254,0.9228253287483849,-0.36146718817973905,0.19270866490830302,0.033121238771126604,86,0.19989095238890675
45,20,15,365,0.16830821766002435,0.7004156818596254,0.9228253287483849,-0.36146718817973905,0.19270866490830302,0.033121238771126604,86,0.19989095238890675
45,25,15,365,0.16830821766002435,0.7004156818596254,0.9228253287483849,-0.36146718817973905,0.19270866490830302,0.033121238771126604,86,0.19989095238890675
45,35,15,365,0.16830821766002435,0.7004156818596254,0.9228253287483849,-0.36146718817973905,0.19270866490830302,0.033121238771126604,86,0.19989095238890675
45,20,25,365,0.15333916470035258,0.6364439852834444,0.854782747413905,-0.33042308369371554,0.19140293260885877,0.018152185811454835,155,0.19393658002647396
45,35,25,365,0.15333916470035258,0.6364439852834444,0.854782747413905,-0.33042308369371554,0.19140293260885877,0.018152185811454835,155,0.19393658002647396
45,30,25,365,0.15333916470035258,0.6364439852834444,0.854782747413905,-0.33042308369371554,0.19140293260885877,0.018152185811454835,155,0.19393658002647396
45,25,25,365,0.15333916470035258,0.6364439852834444,0.854782747413905,-0.33042308369371554,0.19140293260885877,0.018152185811454835,155,0.19393658002647396
50,25,20,540,0.15078932878659557,0.6279801856000506,0.8356316088229234,-0.32397255345666626,0.19005746084265915,0.01560234989769782,119,0.1876865019095909
50,30,20,540,0.15078932878659557,0.6279801856000506,0.8356316088229234,-0.32397255345666626,0.19005746084265915,0.01560234989769782,119,0.1876865019095909
50,20,20,540,0.15078932878659557,0.6279801856000506,0.8356316088229234,-0.32397255345666626,0.19005746084265915,0.01560234989769782,119,0.1876865019095909
50,35,20,540,0.15078932878659557,0.6279801856000506,0.8356316088229234,-0.32397255345666626,0.19005746084265915,0.01560234989769782,119,0.1876865019095909
45,30,20,270,0.16162949221422518,0.6785147728609567,0.8915092421820131,-0.3524597331869593,0.18961577882087272,0.026442513325327432,120,0.18658977580809455
45,35,20,270,0.16162949221422518,0.6785147728609567,0.8915092421820131,-0.3524597331869593,0.18961577882087272,0.026442513325327432,120,0.18658977580809455
45,20,20,270,0.16162949221422518,0.6785147728609567,0.8915092421820131,-0.3524597331869593,0.18961577882087272,0.026442513325327432,120,0.18658977580809455
45,25,20,270,0.16162949221422518,0.6785147728609567,0.8915092421820131,-0.3524597331869593,0.18961577882087272,0.026442513325327432,120,0.18658977580809455
50,25,25,540,0.14934419955709655,0.6229263743507291,0.8310228385313522,-0.32346511736228345,0.18935659673049224,0.0141572206681988,156,0.18409260380678527
50,20,25,540,0.14934419955709655,0.6229263743507291,0.8310228385313522,-0.32346511736228345,0.18935659673049224,0.0141572206681988,156,0.18409260380678527
50,35,25,540,0.14934419955709655,0.6229263743507291,0.8310228385313522,-0.32346511736228345,0.18935659673049224,0.0141572206681988,156,0.18409260380678527
50,30,25,540,0.14934419955709655,0.6229263743507291,0.8310228385313522,-0.32346511736228345,0.18935659673049224,0.0141572206681988,156,0.18409260380678527
45,25,20,365,0.1575766944191468,0.6452006390976018,0.8608053979858076,-0.3455183022077918,0.19581485768089849,0.022389715530249044,125,0.169768793570224
45,20,20,365,0.1575766944191468,0.6452006390976018,0.8608053979858076,-0.3455183022077918,0.19581485768089849,0.022389715530249044,125,0.169768793570224
45,35,20,365,0.1575766944191468,0.6452006390976018,0.8608053979858076,-0.3455183022077918,0.19581485768089849,0.022389715530249044,125,0.169768793570224
45,30,20,365,0.1575766944191468,0.6452006390976018,0.8608053979858076,-0.3455183022077918,0.19581485768089849,0.022389715530249044,125,0.169768793570224
50,35,25,270,0.14274624787359724,0.608423404434465,0.8061598272339692,-0.33322103557485555,0.18223429437257505,0.0075592689846994965,191,0.13971775608425807
